,ent_name,corpus_url,sent
2092,Group of 11 (G11),https://www.investopedia.com/terms/g/group-of-11-g11.asp,The Group of 11 (G-11) is a group of developing countries created to ease members' debt burdens to direct their resources to economic development.
2093,Group of 20 (G-20),https://www.investopedia.com/terms/g/g-20.asp,"The Group of 20, also called the G-20, is a group of finance ministers and central bank governors from 19 of the world's largest economies, including those of many developing nations, along with the European Union."
2094,Group of 30 (G-30),https://www.investopedia.com/terms/g/g-30.asp,"The Group of 30, generally abbreviated to G-30, is a private, nonprofit international body composed of academic economists, company chiefs, and representatives of national, regional, and central banks."
2095,Group Health Insurance,https://www.investopedia.com/terms/g/group-health-insurance-plan.asp,"Group Insurance health plans provide coverage to a group of members, usually comprised of company employees or members of an organization."
2096,Group Life Insurance,https://www.investopedia.com/terms/g/group-life-insurance.asp,"Group life insurance is offered by an employer or another large-scale entity, such as an association or labor organization, to its workers or members."
2097,Group Term Life Insurance,https://www.investopedia.com/terms/g/group-term-life-insurance.asp,Group term life insurance is a type of term insurance in which one contract is issued to cover multiple people.
2098,Group Universal Life Policy,https://www.investopedia.com/terms/g/group-universal-life-policy.asp,A group universal life policy is a form of universal life insurance offered to a group of people at a lower cost than what is typically offered to an individual.
2099,Groupon,https://www.investopedia.com/terms/g/groupon.asp,"Groupon is a website and mobile app that offers coupons, cashback on purchases and group deals to consumers."
2100,Groupthink,https://www.investopedia.com/terms/g/groupthink.asp,Groupthink is a phenomenon that occurs when a group of individuals reaches a consensus without critical reasoning or evaluation of the consequences or alternatives.
2101,Growing-Equity Mortgage (GEM),https://www.investopedia.com/terms/g/growing_equity_mortgage.asp,"A growing-equity mortgage (GEM) is a type of fixed-rate mortgage where monthly payments increase over time according to a set schedule, rather than remaining fixed and equal over the loan term."
2102,Growth And Income Fund,https://www.investopedia.com/terms/g/growth-income-fund.asp,A growth and income fund is class of mutual fund or exchange-traded fund (ETF) that has a dual strategy of both capital appreciation (growth) and current income generated through dividends or interest payments.
2103,Growth at a Reasonable Price (GARP),https://www.investopedia.com/terms/g/garp.asp,Growth at a reasonable price (GARP) is an equity investment strategy that seeks to combine tenets of both growth investing and value investing to select individual stocks.
2104,Growth Company,https://www.investopedia.com/terms/g/growthcompany.asp,"A growth company is any company whose business generates significant positive cash flows or earnings, which increase at significantly faster rates than the overall economy."
2105,Growth Curve,https://www.investopedia.com/terms/g/growth-curve.asp,A growth curve is a graphical representation that shows the course of a phenomenon over time.
2106,Growth Fund,https://www.investopedia.com/terms/g/growthfund.asp,"A growth fund is a diversified portfolio of stocks that has capital appreciation as its primary goal, with little or no dividend payouts."
2107,Growth Industry,https://www.investopedia.com/terms/g/growthindustry.asp,A growth industry is that sector of an economy which experiences a higher-than-average growth rate as compared to other sectors.
2108,Growth Investing,https://www.investopedia.com/terms/g/growthinvesting.asp,Growth investing is an investment style and strategy that is focused on increasing an investor's capital.
2109,Growth Rates,https://www.investopedia.com/terms/g/growthrates.asp,Growth rates refer to the percentage change of a specific variable within a specific time period.
2110,Growth Stock,https://www.investopedia.com/terms/g/growthstock.asp,A growth stock is any share in a company that is anticipated to grow at a rate significantly above the average growth for the market.
2111,Grunt Work,https://www.investopedia.com/terms/g/grunt-work.asp,Grunt work is an expression used to describe thankless and menial work.
2112,S&P GSCI,https://www.investopedia.com/terms/g/gsci.asp,The S&P GSCI is a composite index of commodities that measures the performance of the commodities market.
2113,Guanxi,https://www.investopedia.com/terms/g/guanxi.asp,"Guanxi (pronounced gwan' CHē) is a Chinese term meaning relationships; in business, it commonly refers to the networks or connections used to open doors for new business and facilitate deals."
2114,Guarantee Company,https://www.investopedia.com/terms/g/guarantee-company.asp,A guarantee company is a type of corporation designed to protect members from liability.
2115,Guarantee Fees,https://www.investopedia.com/terms/g/guarantee_fees.asp,The term guarantee fee refers to the sum of money paid to the issuer of a mortgage-backed security (MBS) by the holder.
2116,Guaranteed Bond,https://www.investopedia.com/terms/g/guaranteedbond.asp,"A guaranteed bond is a debt security that offers a secondary guarantee that interest and principal payments will be made by a third party, should the issuer default due to reasons such as insolvency or bankruptcy."
2117,Guaranteed Death Benefit,https://www.investopedia.com/terms/g/guaranteeddeathbenefit.asp,"A guaranteed death benefit is a benefit term that guarantees that the beneficiary, as named in the contract, will receive a death benefit if the annuitant dies before the annuity begins paying benefits."
2118,Canadian Guaranteed Investment Certificate (GIC),https://www.investopedia.com/terms/g/gic.asp,"In Canada, a guaranteed investment certificate (GIC) is a deposit investment sold by Canadian banks and trust companies."
2119,Guaranteed Investment Contract (GIC),https://www.investopedia.com/terms/g/guaranteedinvestmentcontract.asp,A guaranteed investment contract (GIC) is an insurance company provision that guarantees a rate of return in exchange for keeping a deposit for a certain period.
2120,Guaranteed Investment Fund (GIF),https://www.investopedia.com/terms/g/guaranteed_investment_fund.asp,"Guaranteed investment income is a type of investment product offered by insurance companies that allow clients to invest in equity, bond, and/or index fund while providing a promise of a predefined minimum value of the fund (usually, the initial investment amount) will be available at the fund's maturity or when the client dies."
2121,Guaranteed Issue Life Insurance,https://www.investopedia.com/terms/g/guaranteed-issue-life-insurance.asp,"Guaranteed issue life insurance, or guaranteed acceptance life insurance, is a type of whole life insurance policy that does not require you to answer health questions, undergo a medical exam, or allow an insurance company to review your medical and prescription records."
